e951  # ten_k
e9e4  # speed
e8ce  # spellcheck
f06d  # splitscreen
f6db  # spo2
e9a7  # spoke
f7b7  # spoof
ea30  # sports
f1f3  # sports_bar
ea51  # sports_baseball
ea26  # sports_basketball
ea27  # sports_cricket
ea28  # sports_esports
ea29  # sports_football
ea2a  # sports_golf
ebc4  # sports_gymnastics
ea33  # sports_handball
ea2b  # sports_hockey
ea34  # sports_kabaddi
eae9  # sports_martial_arts
ea2c  # sports_mma
ea2d  # sports_motorsports
ea2e  # sports_rugby
f06e  # sports_score
ea2f  # sports_soccer
ea32  # sports_tennis
ea31  # sports_volleyball
e29a  # sprinkler
f81f  # sprint
eb36  # square
ea49  # square_foot
eb66  # ssid_chart
e9e6  # stacked_bar_chart
f22b  # stacked_line_chart
f135  # stadia_controller
eb90  # stadium
f1a9  # stairs
e838  # star
e885  # star_border
e885  # star_border_purple500
e839  # star_half
e885  # star_outline
e838  # star_purple500
f0ec  # star_rate
ec45  # star_rate_half
e8d0  # stars
e089  # start
e0d3  # stay_current_landscape
e0d4  # stay_current_portrait
e0d5  # stay_primary_landscape
e0d6  # stay_primary_portrait
f6fe  # step
f701  # step_into
f700  # step_out
f6ff  # step_over
f6da  # steps
f805  # stethoscope
f807  # stethoscope_arrow
f806  # stethoscope_check
f1fc  # sticky_note_2
e047  # stop
ef71  # stop_circle
e0e3  # stop_screen_share
e1db  # storage
e8d1  # store
e8d1  # store_mall_directory
ea12  # storefront
f070  # storm
eb95  # straight
e41c  # straighten
e9e9  # stream
f79f  # stream_apps
e56e  # streetview
f6d9  # stress_management
e257  # strikethrough_s
f749  # stroke_full
f748  # stroke_partial
f1ae  # stroller
e41d  # style
e273  # styler
f747  # stylus_laser_pointer
e5d9  # subdirectory_arrow_left
e5da  # subdirectory_arrow_right
e8d2  # subject
f111  # subscript
e064  # subscriptions
e048  # subtitles
ef72  # subtitles_off
e56f  # subway
f071  # summarize
e81a  # sunny
e819  # sunny_snowing
f112  # superscript
e939  # supervised_user_circle
e8d3  # supervisor_account
ef73  # support
f0e2  # support_agent
e515  # surfing
e131  # surgical
e049  # surround_sound
e0d7  # swap_calls
e8d4  # swap_horiz
e933  # swap_horizontal_circle
e8d5  # swap_vert
e8d6  # swap_vertical_circle
e9ec  # swipe
eb53  # swipe_down
eb30  # swipe_down_alt
eb59  # swipe_left
eb33  # swipe_left_alt
eb52  # swipe_right
eb56  # swipe_right_alt
eb2e  # swipe_up
eb35  # swipe_up_alt
eb51  # swipe_vertical
e1f4  # switch_
f6fd  # switch_access
e7e1  # switch_access_shortcut
e7e2  # switch_access_shortcut_add
e9ed  # switch_account
e41e  # switch_camera
f1d1  # switch_left
f1d2  # switch_right
e41f  # switch_video
f889  # swords
e132  # symptoms
eab0  # synagogue
e627  # sync
ea18  # sync_alt
e628  # sync_disabled
eaee  # sync_lock
e629  # sync_problem
f820  # sync_saved_locally
e133  # syringe
f072  # system_security_update
f073  # system_security_update_good
f074  # system_security_update_warning
f072  # system_update
e8d7  # system_update_alt
e8d8  # tab
f745  # tab_close
f746  # tab_close_right
f744  # tab_duplicate
f743  # tab_group
f742  # tab_move
f741  # tab_new_right
f740  # tab_recent
e8d9  # tab_unselected
f191  # table
ead2  # table_bar
e265  # table_chart
f6ef  # table_chart_view
e1f2  # table_lamp
eac6  # table_restaurant
f101  # table_rows
f73f  # table_rows_narrow
f1be  # table_view
e32f  # tablet
e330  # tablet_android
e331  # tablet_mac
e9ef  # tag
ea22  # tag_faces
ea74  # takeout_dining
e82e  # tamper_detection_off
f8c8  # tamper_detection_on
e62b  # tap_and_play
f1e9  # tapas
f075  # task
e2e6  # task_alt
f69f  # taunt
ef74  # taxi_alert
e013  # team_dashboard
f8c9  # temp_preferences_custom
f8ca  # temp_preferences_eco
eab3  # temple_buddhist
eaaf  # temple_hindu
f0e3  # tenancy
eb8e  # terminal
e564  # terrain
eadd  # text_decrease
e262  # text_fields
e165  # text_format
eae2  # text_increase
e93a  # text_rotate_up
e93b  # text_rotate_vertical
e93c  # text_rotation_angledown
e93d  # text_rotation_angleup
e93e  # text_rotation_down
e93f  # text_rotation_none
f73e  # text_select_end
f73d  # text_select_jump_to_beginning
f73c  # text_select_jump_to_end
f73b  # text_select_move_back_character
f73a  # text_select_move_back_word
f739  # text_select_move_down
f738  # text_select_move_forward_character
f737  # text_select_move_forward_word
f736  # text_select_move_up
f735  # text_select_start
f1c6  # text_snippet
f1bc  # text_to_speech
e625  # textsms
e421  # texture
ea66  # theater_comedy
e8da  # theaters
e846  # thermometer
f6d8  # thermometer_gain
f6d7  # thermometer_loss
f076  # thermostat
f077  # thermostat_auto
f178  # thermostat_carbon
e8db  # thumb_down
e8db  # thumb_down_alt
e8db  # thumb_down_filled
e8db  # thumb_down_off
e8db  # thumb_down_off_alt
f079  # thumb_up
f079  # thumb_up_alt
f079  # thumb_up_filled
f079  # thumb_up_off
f079  # thumb_up_off_alt
f734  # thumbnail_bar
e8dd  # thumbs_up_down
ebdb  # thunderstorm
f89b  # tibia
f89c  # tibia_alt
f0e4  # time_auto
eff7  # time_to_leave
e422  # timelapse
e922  # timeline
e425  # timer
e423  # timer_10
efbf  # timer_10_alt_1
f07a  # timer_10_select
e424  # timer_3
efc0  # timer_3_alt_1
f07b  # timer_3_select
e426  # timer_off
e79a  # tips_and_updates
ebc8  # tire_repair
e264  # title
e8de  # toc
e8df  # today
e9f5  # toggle_off
e9f6  # toggle_on
ea25  # token
e8e0  # toll
e427  # tonality
f8cb  # tools_flat_head
e2ab  # tools_installation_kit
e2cb  # tools_ladder
e77b  # tools_level
f8cc  # tools_phillips
e2aa  # tools_pliers_wire_stripper
e1e9  # tools_power_drill
f8cd  # tools_wrench
f733  # top_panel_close
f732  # top_panel_open
f1c8  # topic
e199  # tornado
f877  # total_dissolved_solids
e913  # touch_app
ef75  # tour
e332  # toys
f887  # toys_fan
e8e1  # track_changes
e565  # traffic
eb5e  # trail_length
eb63  # trail_length_medium
eb6d  # trail_length_short
e570  # train
e571  # tram
f8ec  # transcribe
e572  # transfer_within_a_station
e428  # transform
e58d  # transgender
e579  # transit_enterexit
e8e2  # translate
e21d  # transportation
e2db  # travel_explore
e8e3  # trending_down
e8e4  # trending_flat
e8e5  # trending_up
e57b  # trip_origin
f86b  # trolley
f07c  # try_sms_star
ebd8  # tsunami
f1aa  # tty
e429  # tune
f00d  # tungsten
eba6  # turn_left
ebab  # turn_right
eba7  # turn_sharp_left
ebaa  # turn_sharp_right
eba4  # turn_slight_left
eb9a  # turn_slight_right
e8e7  # turned_in
e8e7  # turned_in_not
e333  # tv
e830  # tv_gen
e647  # tv_off
e785  # tv_with_assistant
e9f9  # two_wheeler
f8f0  # type_specimen
eba1  # u_turn_left
eba2  # u_turn_right
f89d  # ulna_radius
f89e  # ulna_radius_alt
f1ad  # umbrella
e169  # unarchive
e166  # undo
f7b6  # unfloat_landscape
f7b5  # unfloat_portrait
e5d6  # unfold_less
f8cf  # unfold_less_double
e5d7  # unfold_more
f8d0  # unfold_more_double
f731  # ungroup
f804  # unknown_document
eabd  # unknown_med
f236  # unpublished
e0eb  # unsubscribe
f07e  # upcoming
e923  # update
e075  # update_disabled
f0fb  # upgrade
f09b  # upload
e9fc  # upload_file
e137  # urology
e1e0  # usb
e4fa  # usb_off
e138  # vaccines
e224  # valve
ebc6  # vape_free
ebcf  # vaping_rooms
f851  # variables
e139  # ventilator
ef76  # verified
f013  # verified_user
e258  # vertical_align_bottom
e259  # vertical_align_center
e25a  # vertical_align_top
e076  # vertical_distribute
ec0e  # vertical_shades
ec0d  # vertical_shades_closed
e949  # vertical_split
e62d  # vibration
e070  # video_call
f07f  # video_camera_back
f080  # video_camera_front
f83b  # video_camera_front_off
f8a0  # video_chat
eb87  # video_file
e071  # video_label
e04a  # video_library
ea75  # video_settings
f081  # video_stable
e04b  # videocam
e04c  # videocam_off
e338  # videogame_asset
e500  # videogame_asset_off
e8e9  # view_agenda
e8ea  # view_array
e8eb  # view_carousel
e8ec  # view_column
f847  # view_column_2
e42a  # view_comfy
eb73  # view_comfy_alt
e42b  # view_compact
eb74  # view_compact_alt
eb75  # view_cozy
e8ed  # view_day
e8ee  # view_headline
efc9  # view_in_ar
efc9  # view_in_ar_new
eb7f  # view_kanban
e8ef  # view_list
e8f0  # view_module
e8f1  # view_quilt
f114  # view_sidebar
e8f2  # view_stream
eb85  # view_timeline
e8f3  # view_week
e435  # vignette
e586  # villa
e8f4  # visibility
e8f5  # visibility_off
e650  # vital_signs
e13b  # vitals
e62e  # voice_chat
e94a  # voice_over_off
e0d9  # voicemail
ebda  # volcano
e04d  # volume_down
e79c  # volume_down_alt
e04e  # volume_mute
e04f  # volume_off
e050  # volume_up
ea70  # volunteer_activism
f852  # voting_chip
e0da  # vpn_key
f6cc  # vpn_key_alert
eb7a  # vpn_key_off
e62f  # vpn_lock
f082  # vrpano
e2b4  # wall_lamp
f8ff  # wallet
e1bc  # wallpaper
e13c  # ward
ebb8  # warehouse
f083  # warning
f083  # warning_amber
f7ad  # warning_off
f1b1  # wash
e334  # watch
f6aa  # watch_button_press
efd6  # watch_later
eae3  # watch_off
f6ae  # watch_screentime
f6a9  # watch_wake
f084  # water
f69d  # water_bottle
f69e  # water_bottle_large
f203  # water_damage
f870  # water_do
e798  # water_drop
f875  # water_ec
f6d6  # water_full
e284  # water_heater
f6ad  # water_lock
f6d5  # water_loss
f874  # water_lux
f6d4  # water_medium
f878  # water_orp
f87a  # water_ph
f87b  # water_voc
ea00  # waterfall_chart
e176  # waves
e766  # waving_hand
e42c  # wb_auto
f15c  # wb_cloudy
f07d  # wb_incandescent
f00d  # wb_iridescent
ea01  # wb_shade
e430  # wb_sunny
e1c6  # wb_twilight
e63d  # wc
e2cd  # weather_snowy
e051  # web
e069  # web_asset
ef47  # web_asset_off
e595  # web_stories
eb92  # webhook
e16b  # weekend
e13d  # weight
f1e6  # west
e80e  # whatshot
f1ab  # wheelchair_pickup
e177  # where_to_vote
e1bd  # widgets
f730  # width
f8f5  # width_full
f8f6  # width_normal
f8f7  # width_wide
e63e  # wifi
e4ca  # wifi_1_bar
e4d9  # wifi_2_bar
f7a8  # wifi_add
ef77  # wifi_calling
f0e7  # wifi_calling_1
f0e7  # wifi_calling_2
f0e7  # wifi_calling_3
eb6a  # wifi_channel
eb31  # wifi_find
e1e1  # wifi_lock
e648  # wifi_off
eb6b  # wifi_password
f0fc  # wifi_protected_setup
f7a7  # wifi_proxy
e1e2  # wifi_tethering
ead9  # wifi_tethering_error
f087  # wifi_tethering_off
ec0c  # wind_power
f088  # window
e77e  # window_closed
e78c  # window_open
e2bb  # window_sensor
f1e8  # wine_bar
e13e  # woman
f8e7  # woman_2
e943  # work
ec09  # work_history
e942  # work_off
e943  # work_outline
e7af  # workspace_premium
e1a0  # workspaces
e1a0  # workspaces_outline
e13f  # wounds_injuries
e25b  # wrap_text
f69c  # wrist
ef78  # wrong_location
f1c3  # wysiwyg
f089  # yard
f85a  # youtube_activity
e8fa  # youtube_searched_for
e781  # zone_person_alert
e77a  # zone_person_idle
e788  # zone_person_urgent
e8ff  # zoom_in
eb2d  # zoom_in_map
e900  # zoom_out
e56b  # zoom_out_map
