e951  # ten_k
e065  # playlist_add_check
e7e6  # playlist_add_check_circle
e7e5  # playlist_add_circle
e05f  # playlist_play
eb80  # playlist_remove
f107  # plumbing
e800  # plus_one
f048  # podcasts
e120  # podiatry
f7fb  # podium
f17e  # point_of_sale
f70c  # point_scan
f49b  # poker_chip
ea17  # policy
f407  # policy_alert
f0cc  # poll
ebbb  # polyline
e8ab  # polymer
eb48  # pool
f087  # portable_wifi_off
e851  # portrait
f70b  # position_bottom_left
f70a  # position_bottom_right
f709  # position_top_right
e705  # post
ea20  # post_add
f8aa  # potted_plant
e63c  # power
e336  # power_input
e646  # power_off
f8c7  # power_rounded_power
f418  # power_settings_circle
f8c7  # power_settings_new
f838  # prayer_times
f049  # precision_manufacturing
f5f1  # pregnancy
f5f1  # pregnant_woman
e7d8  # preliminary
e121  # prescriptions
e0df  # present_to_all
f1c5  # preview
f7af  # preview_off
f04a  # price_change
f04b  # price_check
e8ad  # print
f7a2  # print_add
f7a1  # print_connect
e9cf  # print_disabled
f7a0  # print_error
f651  # print_lock
e19f  # priority
e645  # priority_high
f148  # privacy
f0dc  # privacy_tip
e744  # private_connectivity
e122  # problem
e651  # procedure
f855  # process_chart
e1d1  # production_quantity_limits
e296  # productivity
e9d0  # progress_activity
f4f6  # prompt_suggestion
ec14  # propane
ec13  # propane_tank
e123  # psychiatry
ea4a  # psychology
f8ea  # psychology_alt
e80b  # public
f1ca  # public_off
e255  # publish
f232  # published_with_changes
e124  # pulmonology
f501  # pulse_alert
eaa8  # punch_clock
f10d  # push_pin
ef6b  # qr_code
e00a  # qr_code_2
f658  # qr_code_2_add
f206  # qr_code_scanner
efd6  # query_builder
e4fc  # query_stats
e8af  # question_answer
f7f3  # question_exchange
eb8b  # question_mark
e03c  # queue
e03d  # queue_music
e066  # queue_play_next
e7d1  # quick_phrases
e46e  # quick_reference
f801  # quick_reference_all
eb15  # quick_reorder
ef6c  # quickreply
e1f9  # quiet_time
e291  # quiet_time_active
f04c  # quiz
f04d  # r_mobiledata
f04e  # radar
e03e  # radio
e837  # radio_button_checked
f560  # radio_button_partial
e836  # radio_button_unchecked
e125  # radiology
e9d1  # railway_alert
f461  # railway_alert_2
f176  # rainy
f61f  # rainy_heavy
f61e  # rainy_light
f61d  # rainy_snow
ea64  # ramen_dining
eb9c  # ramp_left
eb96  # ramp_right
e1ea  # range_hood
e560  # rate_review
f555  # raven
f04f  # raw_off
f050  # raw_on
ef6d  # read_more
f6dd  # readiness_score
e73a  # real_estate_agent
f6c2  # rear_camera
f845  # rebase
f846  # rebase_edit
e8b0  # receipt
ef6e  # receipt_long
f40a  # receipt_long_off
e03f  # recent_actors
f808  # recent_patient
f4c0  # recenter
e9d2  # recommend
e91f  # record_voice_over
eb54  # rectangle
e760  # recycling
e8f6  # redeem
e15a  # redo
f21c  # reduce_capacity
e5d5  # refresh
f750  # regular_expression
f6dc  # relax
f654  # release_alert
f051  # remember_me
e6c6  # reminder
e6c6  # reminders_alt
e83e  # remote_gen
e15b  # remove
f08f  # remove_circle
f08f  # remove_circle_outline
e9d3  # remove_done
e067  # remove_from_queue
e9d4  # remove_moderator
e8f4  # remove_red_eye
ebfc  # remove_road
e9d5  # remove_selection
e928  # remove_shopping_cart
f708  # reopen_window
e8fe  # reorder
f8e8  # repartition
e040  # repeat
e9d6  # repeat_on
e041  # repeat_one
e9d7  # repeat_one_on
f451  # replace_audio
f450  # replace_image
f44f  # replace_video
e042  # replay
e059  # replay_10
e05a  # replay_30
e05b  # replay_5
e9d8  # replay_circle_filled
e15e  # reply
e15f  # reply_all
f052  # report
f052  # report_gmailerrorred
e170  # report_off
f083  # report_problem
f22c  # request_page
f1b6  # request_quote
f482  # reset_brightness
f481  # reset_focus
f824  # reset_image
f480  # reset_iso
f47f  # reset_settings
f47e  # reset_shadow
f47d  # reset_shutter_speed
e9d9  # reset_tv
f47c  # reset_white_balance
f56c  # reset_wrench
f707  # resize
e127  # respiratory_rate
e9da  # responsive_layout
f053  # restart_alt
e56c  # restaurant
e561  # restaurant_menu
e8b3  # restore
e938  # restore_from_trash
e929  # restore_page
f7d0  # resume
f07c  # reviews
efb6  # rewarded_ads
e128  # rheumatology
f898  # rib_cage
f1f5  # rice_bowl
f706  # right_click
f705  # right_panel_close
f704  # right_panel_open
f0dd  # ring_volume
f0dd  # ring_volume_filled
e9db  # ripples
f472  # road
f882  # robot
f5d0  # robot_2
eba5  # rocket
eb9b  # rocket_launch
ec12  # roller_shades
ec11  # roller_shades_closed
ebcd  # roller_skating
f201  # roofing
f1db  # room
f1b8  # room_preferences
eb49  # room_service
e418  # rotate_90_degrees_ccw
eaab  # rotate_90_degrees_cw
f417  # rotate_auto
e419  # rotate_left
e41a  # rotate_right
eb99  # roundabout_left
eba3  # roundabout_right
e920  # rounded_corner
eacd  # route
e328  # router
e20c  # routine
e921  # rowing
e0e5  # rss_feed
f055  # rsvp
e9ad  # rtt
eb27  # rubric
f1c2  # rule
f1c9  # rule_folder
f64c  # rule_settings
ef6f  # run_circle
e51d  # running_with_errors
e642  # rv_hookup
ebef  # safety_check
f59d  # safety_check_off
e1cc  # safety_divider
e502  # sailing
f876  # salinity
f21d  # sanitizer
e562  # satellite
eb3a  # satellite_alt
f6f7  # sauna
e161  # save
f090  # save_alt
eb60  # save_as
ea11  # saved_search
e2eb  # savings
eb5f  # scale
f74e  # scan
f74f  # scan_delete
e329  # scanner
e268  # scatter_plot
e2a7  # scene
efd6  # schedule
ea0a  # schedule_send
e4fd  # schema
e80c  # school
ea4b  # science
f542  # science_off
f471  # scooter
e269  # score
ebd0  # scoreboard
e1be  # screen_lock_landscape
e1bf  # screen_lock_portrait
e1c0  # screen_lock_rotation
f679  # screen_record
e1c1  # screen_rotation
ebee  # screen_rotation_alt
f678  # screen_rotation_up
ef70  # screen_search_desktop
e0e2  # screen_share
f056  # screenshot
f677  # screenshot_frame
f7d3  # screenshot_keyboard
ec08  # screenshot_monitor
f7d2  # screenshot_region
f697  # screenshot_tablet
f45f  # script
e9dc  # scrollable_header
ebce  # scuba_diving
e9dd  # sd
e623  # sd_card
f057  # sd_card_alert
e623  # sd_storage
e720  # sdk
e8b6  # search
f3e5  # search_activity
f800  # search_check
f469  # search_check_2
e696  # search_hands_free
f4bc  # search_insights
ea76  # search_off
e32a  # security
f503  # security_key
f072  # security_update
f073  # security_update_good
f074  # security_update_warning
e94b  # segment
f74d  # select
e162  # select_all
f1fe  # select_check_box
f7cf  # select_to_speak
e6fa  # select_window
f4c8  # select_window_2
e506  # select_window_off
f86d  # self_care
ea78  # self_improvement
f05b  # sell
e163  # send
ea0c  # send_and_archive
e8b7  # send_money
eadb  # send_time_extension
f05c  # send_to_mobile
f1b5  # sensor_door
ec10  # sensor_occupied
f1b4  # sensor_window
e51e  # sensors
f556  # sensors_krx
f515  # sensors_krx_off
e51f  # sensors_off
f6a7  # sentiment_calm
f6a6  # sentiment_content
e811  # sentiment_dissatisfied
f6a5  # sentiment_excited
f194  # sentiment_extremely_dissatisfied
f6a4  # sentiment_frustrated
e812  # sentiment_neutral
f6a3  # sentiment_sad
e813  # sentiment_satisfied
e813  # sentiment_satisfied_alt
f6a2  # sentiment_stressed
e814  # sentiment_very_dissatisfied
e815  # sentiment_very_satisfied
f6a1  # sentiment_worried
f4ac  # serif
e717  # service_toolbox
f1ea  # set_meal
e8b8  # settings
f05d  # settings_accessibility
f835  # settings_account_box
f143  # settings_alert
e8b9  # settings_applications
f625  # settings_b_roll
e8ba  # settings_backup_restore
e8bb  # settings_bluetooth
e8bd  # settings_brightness
e8bc  # settings_cell
f624  # settings_cinematic_blur
e8be  # settings_ethernet
f522  # settings_heart
e8bf  # settings_input_antenna
e8c1  # settings_input_component
e8c1  # settings_input_composite
e8c2  # settings_input_hdmi
e8c3  # settings_input_svideo
f833  # settings_motion_mode
f832  # settings_night_sight
e8c4  # settings_overscan
f831  # settings_panorama
e8c5  # settings_phone
f834  # settings_photo_camera
e8c6  # settings_power
e8c7  # settings_remote
f623  # settings_slow_motion
f05e  # settings_suggest
e1c3  # settings_system_daydream
f622  # settings_timelapse
f621  # settings_video_camera
e8c8  # settings_voice
e2ac  # settop_component
ebd3  # severe_cold
e9df  # shadow
f584  # shadow_add
f583  # shadow_minus
f8d3  # shape_line
eb01  # shape_recognition
e602  # shapes
e80d  # share
f05f  # share_location
f6cb  # share_off
f8a4  # share_reviews
f613  # share_windows
f823  # sheets_rtl
f703  # shelf_auto_hide
f702  # shelf_position
f86e  # shelves
e9e0  # shield
f686  # shield_lock
f592  # shield_locked
eaa9  # shield_moon
f650  # shield_person
f529  # shield_question
e78f  # shield_with_heart
e78d  # shield_with_house
e5f2  # shift
f7ae  # shift_lock
f483  # shift_lock_off
e8c9  # shop
e8ca  # shop_2
e8ca  # shop_two
f1cc  # shopping_bag
e8cb  # shopping_basket
e8cc  # shopping_cart
eb88  # shopping_cart_checkout
f4f7  # shopping_cart_off
efb7  # shoppingmode
e4d0  # short_stay
e261  # short_text
f57a  # shortcut
e6e1  # show_chart
f061  # shower
e043  # shuffle
e9e1  # shuffle_on
e43d  # shutter_speed
f57e  # shutter_speed_add
f57d  # shutter_speed_minus
f220  # sick
e9e2  # side_navigation
ebe5  # sign_language
f0a8  # signal_cellular_0_bar
f0a9  # signal_cellular_1_bar
f0aa  # signal_cellular_2_bar
f0ab  # signal_cellular_3_bar
e1c8  # signal_cellular_4_bar
f7a9  # signal_cellular_add
e202  # signal_cellular_alt
ebdf  # signal_cellular_alt_1_bar
ebe3  # signal_cellular_alt_2_bar
f0ac  # signal_cellular_connected_no_internet_0_bar
e1cd  # signal_cellular_connected_no_internet_4_bar
e1ce  # signal_cellular_no_sim
f062  # signal_cellular_nodata
e1cf  # signal_cellular_null
e1d0  # signal_cellular_off
f5a7  # signal_cellular_pause
f239  # signal_disconnected
f0b0  # signal_wifi_0_bar
f065  # signal_wifi_4_bar
e1e1  # signal_wifi_4_bar_lock
f064  # signal_wifi_bad
f064  # signal_wifi_connected_no_internet_4
e1da  # signal_wifi_off
f065  # signal_wifi_statusbar_4_bar
f0ef  # signal_wifi_statusbar_not_connected
f067  # signal_wifi_statusbar_null
f74c  # signature
eb91  # signpost
e32b  # sim_card
f057  # sim_card_alert
f068  # sim_card_download
f3e1  # simulation
ea48  # single_bed
f069  # sip
e511  # skateboarding
f899  # skeleton
f543  # skillet
f544  # skillet_cooktop
e044  # skip_next
e045  # skip_previous
f89a  # skull
f4ab  # slab_serif
e512  # sledding
e213  # sleep
f6b7  # sleep_score
f822  # slide_library
e9e3  # sliders
e41b  # slideshow
e068  # slow_motion_video
f1c1  # smart_button
f4a5  # smart_card_reader
f4a6  # smart_card_reader_off
f06a  # smart_display
e844  # smart_outlet
f06b  # smart_screen
f06c  # smart_toy
e32c  # smartphone
f44e  # smartphone_camera
f74b  # smb_share
eb4a  # smoke_free
eb4b  # smoking_rooms
e625  # sms
e87f  # sms_failed
f1c7  # snippet_folder
e046  # snooze
e513  # snowboarding
e80f  # snowing
f61c  # snowing_heavy
e503  # snowmobile
e514  # snowshoeing
f1b2  # soap
e1cb  # social_distance
f6a0  # social_leaderboard
ec0f  # solar_power
e164  # sort
e053  # sort_by_alpha
ebf7  # sos
f149  # sound_detection_dog_barking
f14a  # sound_detection_glass_break
f14b  # sound_detection_loud_sound
f6b4  # sound_sampler
e7d3  # soup_kitchen
f1c8  # source
e527  # source_environment
e12d  # source_notes
f1e3  # south
e7e4  # south_america
f1e4  # south_east
f1e5  # south_west
eb4c  # spa
e256  # space_bar
e66b  # space_dashboard
ebeb  # spatial_audio
ebe8  # spatial_audio_off
f4cf  # spatial_speaker
ebea  # spatial_tracking
e32d  # speaker
e32e  # speaker_group
e8cd  # speaker_notes
e92a  # speaker_notes_off
e0d2  # speaker_phone
f74a  # special_character
f872  # specific_gravity
f8a7  # speech_to_text
e9e4  # speed
f4d4  # speed_0_25
f498  # speed_0_2x
f4e2  # speed_0_5
f497  # speed_0_5x
f4d3  # speed_0_75
f496  # speed_0_7x
f4e1  # speed_1_2
f4d2  # speed_1_25
f495  # speed_1_2x
f4e0  # speed_1_5
f494  # speed_1_5x
f4d1  # speed_1_75
f493  # speed_1_7x
f4eb  # speed_2x
f470  # speed_camera
e8ce  # spellcheck
f06d  # splitscreen
f4fd  # splitscreen_add
f676  # splitscreen_bottom
f459  # splitscreen_landscape
f675  # splitscreen_left
f458  # splitscreen_portrait
f674  # splitscreen_right
f673  # splitscreen_top
f4fc  # splitscreen_vertical_add
f6db  # spo2
e9a7  # spoke
ea30  # sports
efb8  # sports_and_outdoors
f1f3  # sports_bar
ea51  # sports_baseball
ea26  # sports_basketball
ea27  # sports_cricket
ea28  # sports_esports
ea29  # sports_football
ea2a  # sports_golf
ebc4  # sports_gymnastics
ea33  # sports_handball
ea2b  # sports_hockey
ea34  # sports_kabaddi
eae9  # sports_martial_arts
ea2c  # sports_mma
ea2d  # sports_motorsports
ea2e  # sports_rugby
f06e  # sports_score
ea2f  # sports_soccer
ea32  # sports_tennis
ea31  # sports_volleyball
e29a  # sprinkler
f81f  # sprint
eb36  # square
ea49  # square_foot
eb66  # ssid_chart
f609  # stack
f41c  # stack_hexagon
f608  # stack_off
f607  # stack_star
e9e6  # stacked_bar_chart
e6c7  # stacked_email
e6c9  # stacked_inbox
f22b  # stacked_line_chart
f500  # stacks
f135  # stadia_controller
eb90  # stadium
f1a9  # stairs
f46c  # stairs_2
f09a  # star
f09a  # star_border
f09a  # star_border_purple500
e839  # star_half
f09a  # star_outline
f09a  # star_purple500
f0ec  # star_rate
ec45  # star_rate_half
e8d0  # stars
e089  # start
e697  # stat_0
e698  # stat_1
e699  # stat_2
e69a  # stat_3
e69b  # stat_minus_1
e69c  # stat_minus_2
e69d  # stat_minus_3
e0d3  # stay_current_landscape
e0d4  # stay_current_portrait
e0d5  # stay_primary_landscape
e0d6  # stay_primary_portrait
f6fe  # step
f701  # step_into
f700  # step_out
f6ff  # step_over
e9e7  # steppers
f6da  # steps
f805  # stethoscope
f807  # stethoscope_arrow
f806  # stethoscope_check
e9e8  # sticky_note
f1fc  # sticky_note_2
f570  # stock_media
f545  # stockpot
e047  # stop
ef71  # stop_circle
e0e3  # stop_screen_share
e1db  # storage
e8d1  # store
e8d1  # store_mall_directory
ea12  # storefront
f070  # storm
eb95  # straight
e41c  # straighten
f5df  # strategy
e9e9  # stream
f79f  # stream_apps
e56e  # streetview
f6d9  # stress_management
e257  # strikethrough_s
f749  # stroke_full
f748  # stroke_partial
f1ae  # stroller
e41d  # style
e273  # styler
f604  # stylus
f747  # stylus_laser_pointer
f603  # stylus_note
e5d9  # subdirectory_arrow_left
e5da  # subdirectory_arrow_right
e9ea  # subheader
e8d2  # subject
f111  # subscript
e064  # subscriptions
e048  # subtitles
ef72  # subtitles_off
e56f  # subway
f071  # summarize
e81a  # sunny
e819  # sunny_snowing
f112  # superscript
e939  # supervised_user_circle
f60e  # supervised_user_circle_off
e8d3  # supervisor_account
ef73  # support
f0e2  # support_agent
e515  # surfing
e131  # surgical
e049  # surround_sound
e0d7  # swap_calls
e69e  # swap_driving_apps
e69f  # swap_driving_apps_wheel
e8d4  # swap_horiz
e933  # swap_horizontal_circle
e8d5  # swap_vert
e8d6  # swap_vertical_circle
e6ac  # sweep
e9ec  # swipe
eb53  # swipe_down
eb30  # swipe_down_alt
eb59  # swipe_left
eb33  # swipe_left_alt
eb52  # swipe_right
eb56  # swipe_right_alt
eb2e  # swipe_up
eb35  # swipe_up_alt
eb51  # swipe_vertical
e1f4  # switch_
f6fd  # switch_access
f506  # switch_access_2
e7e1  # switch_access_shortcut
e7e2  # switch_access_shortcut_add
e9ed  # switch_account
e41e  # switch_camera
f1d1  # switch_left
f1d2  # switch_right
e41f  # switch_video
e733  # switches
f5de  # sword_rose
f889  # swords
e132  # symptoms
eab0  # synagogue
e627  # sync
ea18  # sync_alt
f41a  # sync_desktop
e628  # sync_disabled
eaee  # sync_lock
e629  # sync_problem
f820  # sync_saved_locally
e133  # syringe
f072  # system_security_update
f073  # system_security_update_good
f074  # system_security_update_warning
f072  # system_update
e8d7  # system_update_alt
e8d8  # tab
f745  # tab_close
f3d0  # tab_close_inactive
f746  # tab_close_right
f744  # tab_duplicate
f743  # tab_group
f43b  # tab_inactive
f742  # tab_move
f741  # tab_new_right
f740  # tab_recent
e8d9  # tab_unselected
f191  # table
ead2  # table_bar
e265  # table_chart
f6ef  # table_chart_view
f3c7  # table_convert
f3c6  # table_edit
f466  # table_eye
e1f2  # table_lamp
eac6  # table_restaurant
f101  # table_rows
f73f  # table_rows_narrow
f1be  # table_view
e32f  # tablet
e330  # tablet_android
f44d  # tablet_camera
e331  # tablet_mac
e9ee  # tabs
f564  # tactic
e9ef  # tag
ea22  # tag_faces
ea74  # takeout_dining
e82e  # tamper_detection_off
f8c8  # tamper_detection_on
e62b  # tap_and_play
f1e9  # tapas
e719  # target
f075  # task
e2e6  # task_alt
f69f  # taunt
ef74  # taxi_alert
e013  # team_dashboard
f8c9  # temp_preferences_custom
f8ca  # temp_preferences_eco
eab3  # temple_buddhist
eaaf  # temple_hindu
f0e3  # tenancy
eb8e  # terminal
e564  # terrain
e728  # text_ad
f3c5  # text_compare
eadd  # text_decrease
e262  # text_fields
e9f1  # text_fields_alt
e165  # text_format
eae2  # text_increase
e93a  # text_rotate_up
e93b  # text_rotate_vertical
e93c  # text_rotation_angledown
e93d  # text_rotation_angleup
e93e  # text_rotation_down
e93f  # text_rotation_none
f73e  # text_select_end
f73d  # text_select_jump_to_beginning
f73c  # text_select_jump_to_end
f73b  # text_select_move_back_character
f73a  # text_select_move_back_word
f739  # text_select_move_down
f738  # text_select_move_forward_character
f737  # text_select_move_forward_word
f736  # text_select_move_up
f735  # text_select_start
f1c6  # text_snippet
f1bc  # text_to_speech
f49e  # text_up
e625  # textsms
e421  # texture
f57c  # texture_add
f57b  # texture_minus
ea66  # theater_comedy
e8da  # theaters
e846  # thermometer
f582  # thermometer_add
f6d8  # thermometer_gain
f6d7  # thermometer_loss
f581  # thermometer_minus
f076  # thermostat
f077  # thermostat_auto
f178  # thermostat_carbon
eb2a  # things_to_do
f4f9  # thread_unread
f578  # thumb_down
f578  # thumb_down_alt
f578  # thumb_down_filled
f578  # thumb_down_off
f578  # thumb_down_off_alt
f577  # thumb_up
f577  # thumb_up_alt
f577  # thumb_up_filled
f577  # thumb_up_off
f577  # thumb_up_off_alt
f734  # thumbnail_bar
e8dd  # thumbs_up_down
ebdb  # thunderstorm
f89b  # tibia
f89c  # tibia_alt
f3c3  # tile_large
f3c2  # tile_medium
f3c1  # tile_small
f0e4  # time_auto
eff7  # time_to_leave
e422  # timelapse
e922  # timeline
e425  # timer
e423  # timer_10
efbf  # timer_10_alt_1
f07a  # timer_10_select
e424  # timer_3
efc0  # timer_3_alt_1
f07b  # timer_3_select
f4b1  # timer_5
f4b2  # timer_5_shutter
e426  # timer_off
f4bb  # timer_pause
f4ba  # timer_play
e79a  # tips_and_updates
ebc8  # tire_repair
e264  # title
f489  # titlecase
efc1  # toast
e8de  # toc
e8df  # today
e9f5  # toggle_off
e9f6  # toggle_on
ea25  # token
e8e0  # toll
e427  # tonality
e9f7  # toolbar
f8cb  # tools_flat_head
e2ab  # tools_installation_kit
e2cb  # tools_ladder
e77b  # tools_level
f8cc  # tools_phillips
e2aa  # tools_pliers_wire_stripper
e1e9  # tools_power_drill
f8cd  # tools_wrench
e9f8  # tooltip
f3ed  # tooltip_2
f733  # top_panel_close
f732  # top_panel_open
f1c8  # topic
e199  # tornado
f877  # total_dissolved_solids
e913  # touch_app
f687  # touchpad_mouse
f4e6  # touchpad_mouse_off
ef75  # tour
e332  # toys
efc2  # toys_and_games
f887  # toys_fan
e8e1  # track_changes
f4c7  # trackpad_input
f409  # trackpad_input_2
f408  # trackpad_input_3
e565  # traffic
f46f  # traffic_jam
eb5e  # trail_length
eb63  # trail_length_medium
eb6d  # trail_length_short
e570  # train
e571  # tram
f8ec  # transcribe
e572  # transfer_within_a_station
e428  # transform
e58d  # transgender
e579  # transit_enterexit
f3f1  # transit_ticket
f50e  # transition_chop
f50d  # transition_dissolve
f50c  # transition_fade
f50b  # transition_push
f50a  # transition_slide
e8e2  # translate
e21d  # transportation
ef93  # travel
e2db  # travel_explore
efc3  # travel_luggage_and_bags
e8e3  # trending_down
e8e4  # trending_flat
e8e5  # trending_up
e6fb  # trip
e57b  # trip_origin
f86b  # trolley
f46e  # trolley_cable_car
ea23  # trophy
e1d2  # troubleshoot
f07c  # try_sms_star
ebd8  # tsunami
e6d6  # tsv
f1aa  # tty
e429  # tune
f07d  # tungsten
eba6  # turn_left
ebab  # turn_right
eba7  # turn_sharp_left
ebaa  # turn_sharp_right
eba4  # turn_slight_left
eb9a  # turn_slight_right
e8e7  # turned_in
e8e7  # turned_in_not
e63b  # tv
f3ec  # tv_displays
e830  # tv_gen
e1dc  # tv_guide
f3eb  # tv_next
e647  # tv_off
e1dd  # tv_options_edit_channels
e1de  # tv_options_input_settings
f5d9  # tv_remote
e71b  # tv_signin
e785  # tv_with_assistant
f51f  # two_pager
f3c4  # two_pager_store
e9f9  # two_wheeler
f8f0  # type_specimen
eba1  # u_turn_left
eba2  # u_turn_right
f89d  # ulna_radius
f89e  # ulna_radius_alt
f1ad  # umbrella
e169  # unarchive
e166  # undo
e5d6  # unfold_less
f8cf  # unfold_less_double
e5d7  # unfold_more
f8d0  # unfold_more_double
f731  # ungroup
e9fa  # universal_currency
e734  # universal_currency_alt
e9fb  # universal_local
f49f  # unknown_2
e6a5  # unknown_5
f49e  # unknown_7
f804  # unknown_document
eabd  # unknown_med
eb05  # unlicense
f46d  # unpaved_road
e6f9  # unpin
f236  # unpublished
e0eb  # unsubscribe
f07e  # upcoming
e923  # update
e075  # update_disabled
f0fb  # upgrade
f3cf  # upi_pay
f09b  # upload
f521  # upload_2
e9fc  # upload_file
f488  # uppercase
e137  # urology
e1e0  # usb
e4fa  # usb_off
e708  # user_attributes
e138  # vaccines
efc5  # vacuum
e224  # valve
ebc6  # vape_free
ebcf  # vaping_rooms
f51e  # variable_add
f51d  # variable_insert
f51c  # variable_remove
f851  # variables
e139  # ventilator
ef76  # verified
f013  # verified_user
e258  # vertical_align_bottom
e259  # vertical_align_center
e25a  # vertical_align_top
e076  # vertical_distribute
ec0e  # vertical_shades
ec0d  # vertical_shades_closed
e949  # vertical_split
e62d  # vibration
e070  # video_call
f07f  # video_camera_back
f40c  # video_camera_back_add
f080  # video_camera_front
f83b  # video_camera_front_off
f8a0  # video_chat
eb87  # video_file
e071  # video_label
e04a  # video_library
efc6  # video_search
ea75  # video_settings
f081  # video_stable
e04b  # videocam
e04c  # videocam_off
e338  # videogame_asset
e500  # videogame_asset_off
e8e9  # view_agenda
e8ea  # view_array
e8eb  # view_carousel
e8ec  # view_column
f847  # view_column_2
e42a  # view_comfy
eb73  # view_comfy_alt
e42b  # view_compact
eb74  # view_compact_alt
eb75  # view_cozy
e8ed  # view_day
e8ee  # view_headline
efc9  # view_in_ar
efc9  # view_in_ar_new
f61b  # view_in_ar_off
eb7f  # view_kanban
e8ef  # view_list
e8f0  # view_module
f432  # view_object_track
e8f1  # view_quilt
f4c2  # view_real_size
f114  # view_sidebar
e8f2  # view_stream
eb85  # view_timeline
e8f3  # view_week
e435  # vignette
e586  # villa
e8f4  # visibility
f653  # visibility_lock
e8f5  # visibility_off
e650  # vital_signs
e13b  # vitals
f4aa  # vo2_max
e62e  # voice_chat
e94a  # voice_over_off
f58a  # voice_selection
f42c  # voice_selection_off
e0d9  # voicemail
ebda  # volcano
e04d  # volume_down
e79c  # volume_down_alt
e04e  # volume_mute
e04f  # volume_off
e050  # volume_up
ea70  # volunteer_activism
f852  # voting_chip
e0da  # vpn_key
f6cc  # vpn_key_alert
eb7a  # vpn_key_off
e62f  # vpn_lock
efca  # vr180_create2d
f571  # vr180_create2d_off
f082  # vrpano
efcb  # wall_art
e2b4  # wall_lamp
f8ff  # wallet
e1bc  # wallpaper
f672  # wallpaper_slideshow
e13c  # ward
ebb8  # warehouse
f083  # warning
f083  # warning_amber
f7ad  # warning_off
f1b1  # wash
e334  # watch
f6aa  # watch_button_press
f468  # watch_check
efd6  # watch_later
eae3  # watch_off
f6ae  # watch_screentime
f467  # watch_vibration
f6a9  # watch_wake
f084  # water
f69d  # water_bottle
f69e  # water_bottle_large
f203  # water_damage
f870  # water_do
e798  # water_drop
f875  # water_ec
f6d6  # water_full
e284  # water_heater
f6ad  # water_lock
f6d5  # water_loss
f874  # water_lux
f6d4  # water_medium
f878  # water_orp
f87a  # water_ph
f5d8  # water_pump
f87b  # water_voc
ea00  # waterfall_chart
e176  # waves
e766  # waving_hand
e42c  # wb_auto
f15c  # wb_cloudy
e42e  # wb_incandescent
f07d  # wb_iridescent
ea01  # wb_shade
e430  # wb_sunny
e1c6  # wb_twilight
e63d  # wc
f67f  # weather_hail
f60b  # weather_mix
e2cd  # weather_snowy
e051  # web
e069  # web_asset
ef47  # web_asset_off
e595  # web_stories
ea03  # web_traffic
eb92  # webhook
e16b  # weekend
e13d  # weight
f1e6  # west
e80e  # whatshot
f1ab  # wheelchair_pickup
e177  # where_to_vote
e1bd  # widgets
f730  # width
f8f5  # width_full
f8f6  # width_normal
f8f7  # width_wide
e63e  # wifi
e4ca  # wifi_1_bar
e4d9  # wifi_2_bar
f7a8  # wifi_add
ef77  # wifi_calling
f0e7  # wifi_calling_1
f0f6  # wifi_calling_2
f0e7  # wifi_calling_3
f44c  # wifi_calling_bar_1
f44b  # wifi_calling_bar_2
f44a  # wifi_calling_bar_3
eb6a  # wifi_channel
eb31  # wifi_find
f671  # wifi_home
e1e1  # wifi_lock
f670  # wifi_notification
e648  # wifi_off
eb6b  # wifi_password
f0fc  # wifi_protected_setup
f7a7  # wifi_proxy
e1e2  # wifi_tethering
ead9  # wifi_tethering_error
f087  # wifi_tethering_off
ec0c  # wind_power
f088  # window
e77e  # window_closed
e78c  # window_open
e2bb  # window_sensor
f1e8  # wine_bar
e13e  # woman
f8e7  # woman_2
e943  # work
f5f7  # work_alert
ec09  # work_history
e942  # work_off
e943  # work_outline
f5f8  # work_update
ea04  # workflow
e7af  # workspace_premium
ea0f  # workspaces
ea0f  # workspaces_outline
e13f  # wounds_injuries
e25b  # wrap_text
f69c  # wrist
ef78  # wrong_location
f1c3  # wysiwyg
f089  # yard
eb2b  # your_trips
f85a  # youtube_activity
e8fa  # youtube_searched_for
e781  # zone_person_alert
e77a  # zone_person_idle
e788  # zone_person_urgent
e8ff  # zoom_in
eb2d  # zoom_in_map
e900  # zoom_out
e56b  # zoom_out_map
